0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
8,9,71,50,2,203,3,53,188,37,2,421,9,7,21,158,2,422,6,2,54,9,923,81,6,5,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,423,3,2,924,3,246,32,247,14,78,125,3,2,115,3,424,26,925,5,926,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,927,5,116,32,116,52,171,12,928,93,6,9,346,11,2,248,4,929,5,2,68,45,930,2,931,380,182,2,932,29,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,187,934,32,247,2,78,62,9,51,935,11,2,936,15,4,2,248,7,937,183,157,2,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,96,11,63,190,5,938,939,14,940,249,941,6,25,942,943,2,944,945,2,425,6,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,946,2,426,62,4,20,947,22,948,12,2,229,3,949,6,79,950,951,18,144,184,5,952,5,14,426,427,5,953,5,2,3,954,4,955,46,2,23,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,5,338,32,12,4,38,233,3,428,9,2,34,5,116,52,957,4,2,958,76,152,190,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,373,3,960,190,961,3,2,150,17,962,246,60,10,963,3,236,5,2,964,21,429,18,61,430,431,129,432,2,172,18,433,3,965,966,2,4,434,4,7,59,9,94,3,93,0,0,0,0,0,0,0,0,0,0,0,0
20,967,2,359,3,968,374,41,2,24,231,382,105,3,969,6,410,12,2,970,971,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,69,972,2,973,974,13,975,976,29,977,5,978,6,979,113,2,23,13,294,3,322,6,980,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,247,78,125,3,2,115,3,424,981,26,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,54,17,415,3,435,222,3,191,2,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,111,984,985,15,986,11,2,987,988,2,149,3,2,436,11,70,3,2,107,12,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,9,7,94,157,9,2,989,9,990,991,15,992,11,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,5,2,149,22,250,4,9,995,996,35,116,32,35,81,3,997,147,220,998,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,191,3,1,46,2,1,79,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,309,112,121,1,269,1,3,95,274,1,102,2,54,7,112,2,399,7,10,109,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,9,2,1,2,437,4,2,1,5,2,438,11,52,1,1,28,1,66,2,344,73,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,20,51,39,2,325,39,27,1,15,10,435,1,22,11,1,3,1,29,1,12,1,3,10,6,2,1,39,20,1,79,1,11,2,248,9,60,10,439,21,1,78,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,55,85,100,4,2,9,155,5,65,16,35,5,1,16,35,2,1,4,2,1,409,176,29,1,1,13,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,32,9,2,22,1,2,78,5,440,2,2,1,5,2,205,205,4,46,1,12,2,1,3,441,6,1,3,14,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,60,1,63,427,4,170,5,33,1,10,436,6,35,437,11,2,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,22,20,1,1,6,5,1,1,3,22,213,4,1,221,46,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,168,2,126,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,183,443,306,15,1,5,16,7,10,176,1,12,16,2,36,55,85,4,9,155,3,444,229,1,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,7,63,1,22,56,2,242,76,57,21,35,13,2,1,1,2,1,10,130,28,13,2,364,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,3,2,1,18,36,55,1,234,98,5,1,1,363,39,2,23,5,16,6,1,69,1,120,1,39,1,136,11,1,183,24,335,28,6,13,4,1,7,4,2,34,5,446,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25,2,223,392,4,31,47,137,3,1,1,1,1,6,2,61,1,12,2,6,14,1,1,4,2,31,1,144,14,1,34,6,1,29,7,4,2,34,5,1,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,10,1,4,447,41,4,51,2,97,13,2,227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,20,25,448,1,9,50,449,107,1,1,4,89,1,440,27,243,4,1,81,15,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,321,1,30,251,70,10,1,1,1,4,9,41,79,1,4,397,1,2,134,265,2,1,450,5,30,56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,101,12,2,40,103,2,58,20,34,5,451,2,1,1,12,2,40,6,452,2,54,6,2,453,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,40,7,1,9,47,4,383,1,6,1,1,2,95,3,30,455,2,456,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,92,4,1,2,40,1,2,1,30,192,2,1,12,2,95,3,2,1,11,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2,1,3,58,456,11,2,390,458,459,6,20,1,13,2,460,1,50,2,1,1,4,2,58,9,7,2,1,1,15,2,1,3,10,134,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,58,103,1,62,136,1,1,9,31,193,15,2,461,31,193,15,2,1,9,31,193,15,2,1,31,193,15,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,28,68,28,460,1,11,10,251,3,1,70,2,462,6,2,58,4,145,1,5,30,68,62,30,1,48,45,49,7,30,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2,58,20,34,5,451,1,5,48,5,1,12,2,101,5,2,40,1,7,30,430,1,12,2,40,6,452,2,54,6,2,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,1,447,2,1,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,9,5,2,58,6,1,2,95,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,11,48,15,463,5,1,1,6,5,2,192,6,1,30,78,6,1,15,1,5,2,1,3,14,1,464,18,1,3,465,1,431,1,151,463,5,2,207,18,466,3,2,68,1,26,74,75,1,0,0,0,0,0,0,0,0
1,1,1,9,51,4,7,449,3,2,121,2,4,32,38,23,7,1,6,1,17,173,1,4,9,7,467,2,4,2,468,188,2,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,441,1,420,3,1,6,17,1,5,30,1,402,3,469,18,1,1,15,24,1,38,384,1,470,5,30,471,91,22,469,6,2,172,7,10,1,1,6,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,12,48,455,3,95,12,2,40,3,30,56,11,95,48,418,38,1,43,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,237,472,4,1,2,473,3,2,474,2,146,5,2,40,2,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,30,252,45,1,1,2,1,6,2,1,30,1,22,1,3,2,172,87,3,2,186,1,10,61,120,37,6,1,24,1,11,1,5,475,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,58,4,1,2,186,30,192,235,2,95,145,2,1,432,2,462,3,2,1,6,9,22,1,5,1,198,40,21,11,1,1,1,3,467,6,476,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,237,105,18,184,2,45,1,10,472,28,38,59,7,2,4,7,169,41,146,5,1,2,40,5,79,2,252,2,1,13,101,9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,419,1,4,1,28,68,20,1,15,267,1,1,6,1,28,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,9,1,45,21,4,103,1,5,48,17,466,14,56,14,1,6,22,1,4,145,1,14,201,201,3,22,68,4,45,1,2,40,6,2,1,12,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,67,1,6,1,15,48,3,110,2,58,478,5,245,5,458,459,6,5,1,461,43,5,475,3,191,145,20,1,10,192,1,6,253,10,1,1,6,10,68,450,34,5,242,38,1,0,0,0,0,0,0,0,0,0,0,0
2,78,3,32,7,87,29,1,9,84,2,108,3,82,2,1,17,1,3,2,1,1,5,1,3,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,448,442,32,2,214,3,4,10,1,9,7,1,3,1,2,1,6,2,1,479,236,107,6,1,9,7,1,18,1,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,115,3,32,34,5,7,1,3,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,189,93,1,2,1,3,1,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,480,1,405,30,61,1,84,3,7,2,1,4,2,345,20,33,4,7,6,4,2,481,93,1,1,10,61,1,1,3,1,1,1,5,77,19,2,1,46,9,7,28,482,7,243,4,482,0,0,0,0,0,0,0,0,0
1,9,1,10,44,439,3,1,1,5,137,3,1,9,1,6,113,1,5,2,483,1,127,484,76,67,20,1,21,6,15,250,131,2,1,3,19,9,23,10,1,477,25,6,2,1,49,1,0,0,0,0,0,0,0,0,0
131,30,194,1,1,2,194,362,1,1,12,4,62,23,14,216,1,91,47,1,3,428,5,14,56,6,1,2,254,13,37,6,166,4,81,145,1,7,1,2,40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,1,3,2,485,255,1,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,19,37,14,486,7,10,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,187,1,1,1,18,486,17,80,19,1,4,1,2,1,31,38,119,1,4,2,133,116,2,61,6,9,31,1,13,2,92,12,27,1,5,2,1,1,27,5,403,1,26,74,75,1,0,0,0,0,0,0,0,0,0,0
104,19,22,1,22,1,91,1,1,487,1,3,1,1,5,77,487,4,1,2,89,2,6,2,1,18,388,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,7,143,488,2,80,19,240,5,256,195,196,3,351,352,15,4,489,5,2,42,118,3,54,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,164,1,4,2,196,3,490,1,5,16,24,50,454,2,1,87,43,196,9,24,1,11,2,491,231,3,53,14,1,3,1,1,12,2,174,19,45,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,185,15,19,41,21,379,1,6,21,101,12,2,422,266,10,167,3,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,413,3,109,416,11,53,358,2,257,69,3,19,11,2,24,34,11,1,3,52,234,1,3,159,4,307,1,226,2,1,3,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,3,438,13,1,1,6,2,177,2,1,19,2,1,10,186,17,1,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,80,86,1,3,493,1,29,67,1,71,1,494,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,168,1,2,1,3,65,16,11,2,1,13,2,1,1,44,2,1,5,19,82,7,2,1,80,15,14,1,6,4,481,3,1,209,86,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,19,3,356,1,27,11,70,3,16,6,113,39,46,51,37,2,39,2,258,2,24,1,27,39,1,2,40,12,2,59,2,92,178,1,12,14,495,171,2,39,60,21,1,7,39,2,92,51,2,39,163,6,393,59,2,1
19,1,14,1,1,182,77,2,1,6,1,5,2,109,3,16,6,490,7,2,82,1,10,1,1,70,2,1,7,2,82,23,106,1,6,1,1,7,2,6,14,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,491,3,2,1,3,23,216,1,2,20,23,4,7,10,1,15,4,2,194,3,19,9,1,27,3,404,4,45,1,170,9,5,1,43,4,2,215,4,132,3,14,339,2,45,47,1,0,0,0,0,0,0,0,0,0
19,29,127,484,29,1,9,41,444,146,5,1,5,2,474,35,5,1,1,35,5,1,10,1,1,7,1,3,146,496,148,4,1,11,14,217,81,35,169,24,1,2,146,496,144,497,0,0,0,0,0,0,0,0,0,0,0
2,1,18,471,17,254,4,7,1,1,13,398,3,1,6,91,497,423,1,79,259,7,4,19,50,2,109,3,128,137,3,400,12,109,3,2,387,1,411,3,2,1,7,1,5,2,1,2,1,0,0,0,0,0,0,0,0
19,9,1,290,353,1,10,1,1,4,2,1,3,2,1,3,2,1,1,6,1,3,1,15,10,1,3,1,10,1,4,1,14,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,19,391,1,1,1,498,1,499,1,35,1,1,260,1,1,1,1,1,1,1,260,1,119,1,1,1,1,499,1,1,498,1,0,0,0
19,9,261,417,3,77,9,261,1,1,9,1,1,1,6,25,261,1,18,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,19,1,1,5,256,195,15,4,489,5,2,96,11,2,301,3,16,104,76,67,494,21,185,28,80,2,360,117,2,61,6,41,4,240,5,10,1,1,15,4,218,12,2,2,1,9,23,81,0,0,0,0,0,0,0,0
12,1,6,1,127,6,19,2,1,23,1,17,254,6,5,2,194,2,259,28,7,1,190,11,1,15,2,40,13,1,6,445,3,1,1,12,414,59,1,249,5,249,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500,16,501,4,502,10,80,175,503,28,19,9,2,34,4,504,505,3,110,5,506,10,189,253,62,9,2,41,11,2,507,2,508,22,509,15,2,510,15,11,257,69,60,2,511,173,17,512,18,513,0,0,0,0,0,0,0
1,1,1,114,17,223,35,16,35,19,2,1,1,1,17,421,1,6,14,1,67,5,67,2,1,83,15,1,2,83,1,1,6,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,129,47,10,1,182,2,1,3,1,211,4,50,2,56,49,1,2,5,2,514,91,1,4,2,195,52,44,2,23,10,1,5,19,15,4,2,1,429,6,49,367,1,5,2,1,514,0,0,0,0,0,0,0,0,0,0
19,9,31,23,79,259,39,83,239,1,468,15,1,5,14,1,3,2,66,10,80,1,21,515,12,1,5,2,1,3,2,1,11,48,2,119,255,11,1,2,464,4,128,17,1,6,5,2,483,26,1,0,0,0,0,0,0
1,2,61,27,29,2,1,355,2,50,130,1,1,39,7,1,17,1,16,6,25,2,1,37,5,19,2,245,7,218,3,77,1,19,2,258,2,1,15,39,38,44,1,2,1,3,1,9,21,495,26,74,75,1,0,0,0
2,1,104,19,515,21,12,2,1,3,1,1,4,12,2,1,3,485,255,11,48,27,1,18,357,188,476,38,342,177,5,1,3,1,2,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,161,45,434,10,1,3,1,1,6,1,3,2,1,15,1,5,1,251,17,184,6,17,1,3,19,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,16,501,4,502,10,80,175,503,28,19,9,2,34,4,504,505,3,110,5,506,10,189,253,62,9,2,41,11,2,507,2,508,22,509,15,2,510,15,11,257,69,60,2,511,173,17,512,18,513,0,0,0,0,0,0,0
1,1,1,1,20,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,57,2,92,1,443,4,49,5,1,1,5,516,5,516,181,517,11,2,518,46,22,250,3,4,63,1,20,116,2,1,181,517,11,2,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,19,22,1,11,2,1,18,21,488,31,1,10,1,3,1,11,2,1,1,15,4,2,1,11,14,1,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6,519,132,144,2,1,3,159,86,1,3,2,1,1,1,3,1,31,111,2,1,2,291,163,11,519,120,2,1,3,1,7,112,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,196,256,195,88,2,1,2,308,18,520,372,18,425,6,167,178,65,16,219,5,82,1,28,10,262,1,10,1,1,13,2,1,1,3,53,104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,20,1,3,1,1,1,1,1,1,1,19,86,1,1,1,493,1,57,1,1,3,1,1,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,76,57,21,100,2,1,479,1,521,6,14,522,6,2,177,19,33,14,522,62,521,2,1,18,200,6,2,1,3,2,1,2,1,11,10,200,1,470,1,5,14,174,1,37,143,1,0,0,0,0,0,0,0,0,0,0
17,1,3,492,2,164,10,262,1,43,104,19,9,41,473,164,4,1,63,5,343,3,478,13,14,1,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,262,114,114,114,114,7,44,10,389,13,24,4,2,42,2,377,144,520,131,2,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
